timestamp;rawx;rawy;filteredx;filteredy;currentLineNumber
2021-02-22-10-21-52-031;1149;535;450.48;0;-1
2021-02-22-10-21-52-048;1149;532;489.431;0;-1
2021-02-22-10-21-52-064;1149;531;527.757;0;-1
2021-02-22-10-21-52-082;1149;531;565.341;0;-1
2021-02-22-10-21-52-098;1149;531;602.083;0;-1
2021-02-22-10-21-52-115;1149;531;637.893;0;-1
2021-02-22-10-21-52-132;1149;531;672.695;0;-1
2021-02-22-10-21-52-152;1149;531;706.424;0;-1
2021-02-22-10-21-52-164;1149;531;739.027;0;-1
2021-02-22-10-21-52-181;1149;531;770.459;0;-1
2021-02-22-10-21-52-198;1149;531;800.688;0;-1
2021-02-22-10-21-52-215;1149;531;829.687;0;-1
2021-02-22-10-21-52-232;1149;531;857.439;0;-1
2021-02-22-10-21-52-247;1149;531;883.934;0;-1
2021-02-22-10-21-52-265;1149;531;909.169;0;-1
2021-02-22-10-21-52-282;1149;531;933.144;0;-1
2021-02-22-10-21-52-298;1149;531;955.87;0;-1
2021-02-22-10-21-52-314;1149;531;977.359;0;-1
2021-02-22-10-21-52-332;1149;531;997.627;0;-1
2021-02-22-10-21-52-351;1149;531;1016.7;0;-1
2021-02-22-10-21-52-365;1149;531;1034.59;0;-1
2021-02-22-10-21-52-382;1149;531;1051.34;0.616882;-1
2021-02-22-10-21-52-398;1149;531;1066.98;3.02415;-1
2021-02-22-10-21-52-415;1149;531;1081.53;7.66099;-1
2021-02-22-10-21-52-431;1149;531;1095.04;14.2986;-1
2021-02-22-10-21-52-448;1149;531;1107.53;22.7205;-1
2021-02-22-10-21-52-464;1149;531;1119.05;32.7222;-1
2021-02-22-10-21-52-481;1149;531;1129.63;44.1109;-1
2021-02-22-10-21-52-497;1149;531;1139.31;56.7057;-1
2021-02-22-10-21-52-514;1149;531;1148.14;70.3369;-1
2021-02-22-10-21-52-531;1149;531;1156.15;84.8459;-1
2021-02-22-10-21-52-548;1149;531;1163.38;100.085;-1
2021-02-22-10-21-52-565;1149;531;1169.87;115.917;-1
2021-02-22-10-21-52-582;1149;531;1175.66;132.214;-1
2021-02-22-10-21-52-598;1149;531;1180.79;148.858;-1
2021-02-22-10-21-52-614;1149;531;1185.3;165.743;-1
2021-02-22-10-21-52-632;1149;531;1189.22;182.768;-1
2021-02-22-10-21-52-648;1149;531;1192.6;199.843;-1
2021-02-22-10-21-52-665;1149;531;1195.46;216.885;-1
2021-02-22-10-21-52-682;1149;531;1197.84;233.821;1
2021-02-22-10-21-52-698;1149;531;1199.78;250.582;1
2021-02-22-10-21-52-715;1149;531;1201.31;267.109;2
2021-02-22-10-21-52-732;1149;531;1202.46;283.348;2
2021-02-22-10-21-52-748;1149;531;1203.25;299.252;3
2021-02-22-10-21-52-765;1149;531;1203.73;314.78;3
2021-02-22-10-21-52-782;1148;531;1203.91;329.897;4
2021-02-22-10-21-52-798;1148;532;1203.82;344.571;4
2021-02-22-10-21-52-820;1148;533;1203.49;358.778;4
2021-02-22-10-21-52-834;1148;533;1202.93;372.495;5
2021-02-22-10-21-52-853;1147;534;1202.17;385.707;5
2021-02-22-10-21-52-869;1147;534;1201.24;398.4;6
2021-02-22-10-21-52-901;1147;535;1200.14;410.564;6
2021-02-22-10-21-52-918;1147;535;1198.91;422.194;6
2021-02-22-10-21-52-934;1147;536;1197.55;433.287;7
2021-02-22-10-21-52-951;1147;537;1196.09;443.841;7
2021-02-22-10-21-52-968;1147;539;1194.54;453.859;7
2021-02-22-10-21-52-985;1147;540;1192.92;463.345;8
2021-02-22-10-21-53-002;1147;544;1191.25;472.306;8
2021-02-22-10-21-53-018;1145;551;1189.52;480.75;8
2021-02-22-10-21-53-035;1145;554;1187.75;488.686;8
2021-02-22-10-21-53-052;1144;555;1185.96;496.126;9
2021-02-22-10-21-53-068;1144;557;1184.14;503.082;9
2021-02-22-10-21-53-085;1144;558;1182.31;509.567;9
2021-02-22-10-21-53-102;1144;561;1180.47;515.596;9
2021-02-22-10-21-53-118;1144;563;1178.64;521.183;10
2021-02-22-10-21-53-135;1144;566;1176.82;526.345;10
2021-02-22-10-21-53-152;1143;570;1175.02;531.098;10
2021-02-22-10-21-53-168;1143;572;1173.24;535.457;10
2021-02-22-10-21-53-185;1143;576;1171.49;539.441;10
2021-02-22-10-21-53-202;1144;581;1169.78;543.065;10
2021-02-22-10-21-53-218;1144;585;1168.11;546.346;10
2021-02-22-10-21-53-235;1144;586;1166.48;549.302;10
2021-02-22-10-21-53-252;1144;588;1164.9;551.95;10
2021-02-22-10-21-53-269;1144;591;1163.37;554.306;11
2021-02-22-10-21-53-285;1144;592;1161.9;556.386;11
2021-02-22-10-21-53-302;1145;594;1160.49;558.207;11
2021-02-22-10-21-53-319;1145;596;1159.13;559.785;11
2021-02-22-10-21-53-335;1146;598;1157.84;561.135;11
2021-02-22-10-21-53-352;1146;602;1156.61;562.272;11
2021-02-22-10-21-53-368;1146;606;1155.45;563.211;11
2021-02-22-10-21-53-385;1147;610;1154.36;563.965;11
2021-02-22-10-21-53-404;1148;618;1153.33;564.55;11
2021-02-22-10-21-53-418;1148;619;1152.37;564.977;11
2021-02-22-10-21-53-435;1149;622;1151.49;565.26;11
2021-02-22-10-21-53-451;1150;628;1150.67;565.411;11
2021-02-22-10-21-53-469;1152;636;1149.93;565.441;11
2021-02-22-10-21-53-485;1152;641;1149.27;565.362;11
2021-02-22-10-21-53-502;1152;645;1148.68;565.183;11
2021-02-22-10-21-53-518;1152;648;1148.16;564.916;11
2021-02-22-10-21-53-536;1152;652;1147.7;564.569;11
2021-02-22-10-21-53-552;1152;657;1147.31;564.152;11
2021-02-22-10-21-53-568;1152;661;1146.98;563.673;11
2021-02-22-10-21-53-585;1153;667;1146.7;563.14;11
2021-02-22-10-21-53-602;1153;674;1146.47;562.56;11
2021-02-22-10-21-53-618;1155;686;1146.3;561.941;11
2021-02-22-10-21-53-635;1156;695;1146.18;561.47;11
2021-02-22-10-21-53-652;1159;702;1146.12;561.501;11
2021-02-22-10-21-53-669;1160;708;1146.12;562.169;11
2021-02-22-10-21-53-685;1161;712;1146.19;563.411;11
2021-02-22-10-21-53-702;1161;717;1146.31;565.169;11
2021-02-22-10-21-53-719;1162;720;1146.49;567.386;11
2021-02-22-10-21-53-735;1162;722;1146.73;570.009;11
2021-02-22-10-21-53-752;1163;725;1147.01;572.988;11
2021-02-22-10-21-53-769;1163;726;1147.34;576.278;11
2021-02-22-10-21-53-785;1163;727;1147.71;579.834;11
2021-02-22-10-21-53-802;1163;728;1148.11;583.614;11
2021-02-22-10-21-53-818;1163;731;1148.55;587.582;12
2021-02-22-10-21-53-836;1164;735;1149.01;591.701;12
2021-02-22-10-21-53-852;1164;742;1149.49;595.938;12
2021-02-22-10-21-53-869;1165;746;1150;600.264;12
2021-02-22-10-21-53-882;1165;752;1150.53;604.65;12
2021-02-22-10-21-53-898;1165;755;1151.07;609.07;12
2021-02-22-10-21-53-915;1165;761;1151.63;613.503;12
2021-02-22-10-21-53-932;1165;763;1152.19;617.925;13
2021-02-22-10-21-53-949;1165;765;1152.76;622.318;13
2021-02-22-10-21-53-965;1165;768;1153.34;626.665;13
2021-02-22-10-21-53-982;1166;772;1153.91;630.95;13
2021-02-22-10-21-53-999;1166;775;1154.49;635.159;13
2021-02-22-10-21-54-016;1167;777;1155.06;639.28;13
2021-02-22-10-21-54-033;1167;778;1155.64;643.304;13
2021-02-22-10-21-54-049;1167;779;1156.21;647.22;13
2021-02-22-10-21-54-066;1167;781;1156.78;651.02;14
2021-02-22-10-21-54-082;1167;782;1157.34;654.699;14
2021-02-22-10-21-54-099;1168;786;1157.89;658.25;14
2021-02-22-10-21-54-116;1168;790;1158.44;661.67;14
2021-02-22-10-21-54-132;1168;793;1158.98;664.955;14
2021-02-22-10-21-54-149;1168;796;1159.51;668.103;14
2021-02-22-10-21-54-166;1168;797;1160.03;671.111;14
2021-02-22-10-21-54-183;1168;799;1160.54;673.981;14
2021-02-22-10-21-54-199;1168;801;1161.04;676.71;14
2021-02-22-10-21-54-216;1168;803;1161.52;679.301;14
2021-02-22-10-21-54-233;1168;805;1161.98;681.753;15
2021-02-22-10-21-54-249;1168;808;1162.43;684.07;15
2021-02-22-10-21-54-266;1168;812;1162.87;686.252;15
2021-02-22-10-21-54-283;1168;815;1163.28;688.303;15
2021-02-22-10-21-54-300;1168;816;1163.68;690.37;15
2021-02-22-10-21-54-316;1168;821;1164.06;692.736;15
2021-02-22-10-21-54-333;1168;823;1164.43;695.505;15
2021-02-22-10-21-54-349;1168;830;1164.77;698.63;15
2021-02-22-10-21-54-366;1168;835;1165.1;702.061;15
2021-02-22-10-21-54-382;1166;841;1165.41;705.755;15
2021-02-22-10-21-54-399;1165;849;1165.69;709.671;15
2021-02-22-10-21-54-416;1165;856;1165.95;713.77;16
2021-02-22-10-21-54-432;1164;865;1166.17;718.016;16
2021-02-22-10-21-54-449;1164;871;1166.37;722.377;16
2021-02-22-10-21-54-466;1164;876;1166.54;726.821;16
2021-02-22-10-21-54-482;1164;879;1166.68;731.322;16
2021-02-22-10-21-54-499;1163;883;1166.79;735.852;16
2021-02-22-10-21-54-516;1163;886;1166.88;740.389;16
2021-02-22-10-21-54-533;1162;897;1166.94;744.912;16
2021-02-22-10-21-54-549;1162;905;1166.97;749.401;17
2021-02-22-10-21-54-566;1162;913;1166.98;753.838;17
2021-02-22-10-21-54-582;1162;918;1166.96;758.209;17
2021-02-22-10-21-54-600;1162;927;1166.93;762.5;17
2021-02-22-10-21-54-616;1161;931;1166.87;766.699;17
2021-02-22-10-21-54-633;1161;936;1166.79;770.794;17
2021-02-22-10-21-54-649;1161;942;1166.7;774.778;17
2021-02-22-10-21-54-666;1161;945;1166.58;778.643;18
2021-02-22-10-21-54-683;1161;949;1166.45;782.381;18
2021-02-22-10-21-54-699;1162;956;1166.31;785.987;18
2021-02-22-10-21-54-716;1162;961;1166.17;789.459;18
2021-02-22-10-21-54-733;1162;968;1166.01;792.791;18
2021-02-22-10-21-54-749;1162;975;1165.86;795.983;18
2021-02-22-10-21-54-766;1163;994;1165.7;799.032;18
2021-02-22-10-21-54-783;1165;1002;1165.54;801.938;18
2021-02-22-10-21-54-799;1166;1010;1165.4;804.701;18
2021-02-22-10-21-54-816;1168;1019;1165.27;807.323;18
2021-02-22-10-21-54-833;1169;1027;1165.17;809.803;19
2021-02-22-10-21-54-849;1171;1035;1165.09;812.144;19
2021-02-22-10-21-54-866;1173;1044;1165.05;814.349;19
2021-02-22-10-21-54-883;1174;1049;1165.05;816.419;19
2021-02-22-10-21-54-899;1176;1055;1165.09;818.358;19
2021-02-22-10-21-54-916;1176;1056;1165.17;820.17;19
2021-02-22-10-21-54-933;1177;1058;1165.3;821.858;19
2021-02-22-10-21-54-949;1179;1062;1165.46;823.426;19
2021-02-22-10-21-54-966;1181;1065;1165.68;824.877;19
2021-02-22-10-21-54-983;1181;1066;1165.94;826.217;19
2021-02-22-10-21-54-999;1182;1068;1166.25;827.741;19
2021-02-22-10-21-55-017;1183;1072;1166.6;830.007;19
2021-02-22-10-21-55-034;1183;1073;1166.99;833.227;19
2021-02-22-10-21-55-053;1184;1076;1167.42;837.298;19
2021-02-22-10-21-55-069;1185;1078;1167.88;842.123;20
2021-02-22-10-21-55-086;1185;1081;1168.38;847.608;20
2021-02-22-10-21-55-103;1185;1084;1168.91;853.668;20
2021-02-22-10-21-55-119;1186;1087;1169.46;860.221;20
2021-02-22-10-21-55-136;1187;1090;1170.04;867.192;20
2021-02-22-10-21-55-153;1187;1090;1170.64;874.51;21
2021-02-22-10-21-55-170;1188;1092;1171.25;882.109;21
2021-02-22-10-21-55-186;1188;1094;1171.89;889.928;21
2021-02-22-10-21-55-203;1189;1097;1172.54;897.912;21
2021-02-22-10-21-55-220;1190;1099;1173.21;906.009;22
2021-02-22-10-21-55-236;1191;1103;1173.89;914.171;22
2021-02-22-10-21-55-253;1192;1105;1174.58;922.355;22
2021-02-22-10-21-55-269;1192;1106;1175.29;930.522;22
2021-02-22-10-21-55-286;1193;1107;1176.01;938.637;23
2021-02-22-10-21-55-303;1193;1108;1176.74;946.666;23
2021-02-22-10-21-55-319;1193;1109;1177.47;954.582;23
2021-02-22-10-21-55-336;1193;1111;1178.21;962.359;23
2021-02-22-10-21-55-353;1193;1113;1178.95;969.975;24
2021-02-22-10-21-55-370;1193;1114;1179.68;977.409;24
2021-02-22-10-21-55-387;1193;1115;1180.4;984.646;24
2021-02-22-10-21-55-404;1193;1117;1181.11;991.67;24
2021-02-22-10-21-55-420;1193;1118;1181.82;998.469;24
2021-02-22-10-21-55-437;1193;1120;1182.5;1005.03;25
2021-02-22-10-21-55-454;1193;1121;1183.17;1011.36;25
2021-02-22-10-21-55-470;1193;1123;1183.83;1017.43;25
2021-02-22-10-21-55-486;1192;1127;1184.46;1023.25;25
2021-02-22-10-21-55-503;1192;1130;1185.07;1028.81;25
2021-02-22-10-21-55-520;1192;1131;1185.65;1034.12;26
2021-02-22-10-21-55-537;1192;1137;1186.21;1039.16;26
2021-02-22-10-21-55-554;1191;1138;1186.74;1043.95;26
2021-02-22-10-21-55-569;1191;1139;1187.25;1048.49;26
2021-02-22-10-21-55-586;1191;1140;1187.72;1052.78;26
2021-02-22-10-21-55-605;1191;1141;1188.16;1056.81;26
2021-02-22-10-21-55-623;1191;1141;1188.58;1060.61;26
2021-02-22-10-21-55-639;1191;1142;1188.97;1064.16;26
2021-02-22-10-21-55-656;1191;1143;1189.33;1067.49;27
2021-02-22-10-21-55-672;1191;1144;1189.66;1070.58;27
2021-02-22-10-21-55-688;1191;1145;1189.97;1073.46;27
2021-02-22-10-21-55-705;1191;1145;1190.26;1076.13;27
2021-02-22-10-21-55-722;1191;1145;1190.52;1078.6;27
2021-02-22-10-21-55-738;1191;1146;1190.76;1080.87;27
2021-02-22-10-21-55-755;1191;1147;1190.98;1082.95;27
2021-02-22-10-21-55-772;1191;1150;1191.18;1084.85;27
2021-02-22-10-21-55-788;1191;1151;1191.36;1086.58;27
2021-02-22-10-21-55-805;1191;1151;1191.52;1088.22;27
2021-02-22-10-21-55-822;1191;1151;1191.66;1089.91;27
2021-02-22-10-21-55-838;1191;1151;1191.79;1091.73;27
2021-02-22-10-21-55-855;1191;1152;1191.9;1093.63;27
2021-02-22-10-21-55-872;1191;1152;1192;1095.62;27
2021-02-22-10-21-55-888;1191;1152;1192.08;1097.67;28
2021-02-22-10-21-55-906;1191;1152;1192.15;1099.76;28
2021-02-22-10-21-55-923;1191;1152;1192.21;1101.89;28
2021-02-22-10-21-55-938;1191;1152;1192.26;1104.04;28
2021-02-22-10-21-55-956;1191;1153;1192.3;1106.2;28
2021-02-22-10-21-55-973;1191;1153;1192.33;1108.36;28
2021-02-22-10-21-55-989;1191;1154;1192.35;1110.51;28
2021-02-22-10-21-56-006;1191;1154;1192.36;1112.63;28
2021-02-22-10-21-56-023;1191;1154;1192.36;1114.73;28
2021-02-22-10-21-56-039;1191;1154;1192.36;1116.79;28
2021-02-22-10-21-56-055;1191;1155;1192.35;1118.82;28
2021-02-22-10-21-56-073;1191;1155;1192.34;1120.79;28
2021-02-22-10-21-56-089;1191;1155;1192.32;1122.72;28
2021-02-22-10-21-56-105;1191;1155;1192.3;1124.59;28
2021-02-22-10-21-56-123;1191;1155;1192.27;1126.4;28
2021-02-22-10-21-56-139;1191;1155;1192.24;1128.15;28
2021-02-22-10-21-56-155;1191;1155;1192.21;1129.84;29
2021-02-22-10-21-56-172;1191;1155;1192.17;1131.46;29
2021-02-22-10-21-56-189;1190;1156;1192.14;1133.01;29
2021-02-22-10-21-56-206;1190;1157;1192.09;1134.5;29
2021-02-22-10-21-56-222;1190;1158;1192.04;1135.92;29
2021-02-22-10-21-56-240;1190;1159;1191.99;1137.27;29
2021-02-22-10-21-56-256;1190;1159;1191.93;1138.55;29
2021-02-22-10-21-56-273;1190;1159;1191.87;1139.77;29
2021-02-22-10-21-56-288;1190;1159;1191.81;1140.92;29
2021-02-22-10-21-56-305;1190;1160;1191.74;1142;29
2021-02-22-10-21-56-322;1191;1160;1191.67;1143.02;29
2021-02-22-10-21-56-338;1191;1161;1191.61;1143.98;29
2021-02-22-10-21-56-355;1191;1161;1191.55;1144.87;29
2021-02-22-10-21-56-372;1191;1161;1191.49;1145.71;29
2021-02-22-10-21-56-389;1191;1161;1191.43;1146.48;29
2021-02-22-10-21-56-405;1191;1161;1191.38;1147.2;29
2021-02-22-10-21-56-422;1191;1161;1191.33;1147.87;29
2021-02-22-10-21-56-439;1191;1161;1191.29;1148.48;29
2021-02-22-10-21-56-455;1191;1161;1191.24;1149.04;29
2021-02-22-10-21-56-472;1191;1161;1191.2;1149.56;29
2021-02-22-10-21-56-488;1191;1161;1191.17;1150.03;29
2021-02-22-10-21-56-505;1191;1161;1191.13;1150.45;29
2021-02-22-10-21-56-522;1191;1161;1191.1;1150.84;29
2021-02-22-10-21-56-540;1191;1161;1191.07;1151.18;29
2021-02-22-10-21-56-555;1191;1161;1191.04;1151.49;29
2021-02-22-10-21-56-573;1191;1161;1191.02;1151.76;29
2021-02-22-10-21-56-588;1191;1161;1191;1152;29
2021-02-22-10-21-56-606;1191;1161;1190.98;1152.2;29
2021-02-22-10-21-56-623;1191;1161;1190.96;1152.38;29
2021-02-22-10-21-56-639;1191;1161;1190.94;1152.53;29
2021-02-22-10-21-56-656;1191;1161;1190.93;1152.66;29
2021-02-22-10-21-56-673;1191;1161;1190.92;1152.76;29
2021-02-22-10-21-56-688;1191;1161;1190.9;1152.84;29
2021-02-22-10-21-56-705;1191;1161;1190.89;1152.9;29
2021-02-22-10-21-56-723;1191;1161;1190.89;1152.94;29
2021-02-22-10-21-56-739;1191;1161;1190.88;1152.96;29
2021-02-22-10-21-56-756;1191;1161;1190.87;1152.97;29
2021-02-22-10-21-56-772;1191;1161;1190.87;1152.96;29
2021-02-22-10-21-56-789;1191;1161;1190.86;1152.94;29
2021-02-22-10-21-56-805;1191;1161;1190.86;1152.91;29
2021-02-22-10-21-56-822;1191;1161;1190.86;1152.87;29
2021-02-22-10-21-56-839;1191;1161;1190.86;1152.82;29
2021-02-22-10-21-56-856;1191;1161;1190.86;1152.76;29
2021-02-22-10-21-56-873;1191;1161;1190.86;1152.69;29
2021-02-22-10-21-56-888;1191;1160;1190.86;1152.62;29
2021-02-22-10-21-56-906;1191;1160;1190.86;1152.54;29
2021-02-22-10-21-56-922;1191;1159;1190.86;1152.46;29
2021-02-22-10-21-56-938;1191;1157;1190.86;1152.37;29
2021-02-22-10-21-56-955;1191;1153;1190.87;1152.29;29
2021-02-22-10-21-56-972;1191;1150;1190.87;1152.2;29
2021-02-22-10-21-56-989;1191;1148;1190.87;1152.1;29
2021-02-22-10-21-57-005;1191;1144;1190.88;1152.01;29
2021-02-22-10-21-57-022;1192;1141;1190.88;1151.92;29
2021-02-22-10-21-57-038;1192;1134;1190.89;1151.82;29
2021-02-22-10-21-57-056;1192;1129;1190.9;1151.73;29
2021-02-22-10-21-57-072;1192;1123;1190.92;1151.64;29
2021-02-22-10-21-57-088;1192;1112;1190.94;1151.55;29
2021-02-22-10-21-57-105;1192;1107;1190.96;1151.46;29
2021-02-22-10-21-57-122;1192;1103;1190.99;1151.37;29
2021-02-22-10-21-57-139;1192;1096;1191.02;1151.28;29
2021-02-22-10-21-57-155;1192;1094;1191.05;1151.2;29
2021-02-22-10-21-57-172;1192;1088;1191.08;1151.12;29
2021-02-22-10-21-57-189;1192;1085;1191.11;1151.04;29
2021-02-22-10-21-57-206;1192;1081;1191.14;1150.96;29
2021-02-22-10-21-57-222;1193;1075;1191.18;1150.89;29
2021-02-22-10-21-57-239;1193;1072;1191.22;1150.82;29
2021-02-22-10-21-57-255;1193;1065;1191.26;1150.75;29
2021-02-22-10-21-57-272;1193;1062;1191.31;1150.69;29
2021-02-22-10-21-57-288;1193;1056;1191.36;1150.62;29
2021-02-22-10-21-57-305;1193;1045;1191.41;1150.56;29
2021-02-22-10-21-57-322;1193;1039;1191.47;1150.51;29
2021-02-22-10-21-57-338;1194;1034;1191.53;1150.46;29
2021-02-22-10-21-57-355;1195;1026;1191.59;1150.4;29
2021-02-22-10-21-57-372;1196;1021;1191.67;1150.36;29
2021-02-22-10-21-57-389;1196;1012;1191.75;1150.31;29
2021-02-22-10-21-57-405;1196;1007;1191.85;1150.27;29
2021-02-22-10-21-57-422;1196;1002;1191.96;1150.23;29
2021-02-22-10-21-57-438;1196;994;1192.07;1150.19;29
2021-02-22-10-21-57-455;1196;990;1192.19;1150.16;29
2021-02-22-10-21-57-472;1196;978;1192.32;1150.13;29
2021-02-22-10-21-57-489;1196;972;1192.46;1150.1;29
2021-02-22-10-21-57-506;1197;967;1192.59;1150.07;29
2021-02-22-10-21-57-522;1197;958;1192.74;1150.05;29
2021-02-22-10-21-57-538;1197;951;1192.89;1150.02;29
2021-02-22-10-21-57-556;1197;944;1193.04;1150;29
2021-02-22-10-21-57-572;1197;935;1193.2;1149.98;29
2021-02-22-10-21-57-589;1197;930;1193.36;1149.97;29
2021-02-22-10-21-57-605;1197;922;1193.53;1149.95;29
2021-02-22-10-21-57-622;1197;918;1193.69;1149.94;29
2021-02-22-10-21-57-639;1197;914;1193.85;1149.93;29
2021-02-22-10-21-57-655;1197;904;1194.01;1149.92;29
2021-02-22-10-21-57-672;1197;897;1194.17;1149.91;29
2021-02-22-10-21-57-689;1197;892;1194.33;1149.9;29
2021-02-22-10-21-57-705;1198;884;1194.49;1149.89;29
2021-02-22-10-21-57-722;1199;878;1194.65;1149.89;29
2021-02-22-10-21-57-739;1199;869;1194.81;1149.88;29
2021-02-22-10-21-57-755;1199;863;1194.98;1149.88;29
2021-02-22-10-21-57-772;1199;857;1195.15;1149.55;29
2021-02-22-10-21-57-789;1199;851;1195.32;1148.27;29
2021-02-22-10-21-57-806;1199;839;1195.49;1145.8;29
2021-02-22-10-21-57-823;1199;833;1195.66;1142.27;29
2021-02-22-10-21-57-839;1199;830;1195.83;1137.8;29
2021-02-22-10-21-57-856;1199;825;1196;1132.49;29
2021-02-22-10-21-57-873;1199;823;1196.17;1126.43;29
2021-02-22-10-21-57-890;1199;821;1196.33;1119.74;28
2021-02-22-10-21-57-905;1199;820;1196.49;1112.5;28
2021-02-22-10-21-57-922;1199;819;1196.65;1104.8;28
2021-02-22-10-21-57-939;1199;814;1196.81;1096.7;28
2021-02-22-10-21-57-955;1199;809;1196.96;1088.29;27
2021-02-22-10-21-57-972;1198;802;1197.1;1079.64;27
2021-02-22-10-21-57-989;1198;799;1197.24;1070.79;27
2021-02-22-10-21-58-006;1198;797;1197.36;1061.83;27
2021-02-22-10-21-58-022;1198;795;1197.48;1052.78;26
2021-02-22-10-21-58-039;1199;791;1197.59;1043.71;26
2021-02-22-10-21-58-056;1199;788;1197.69;1034.66;26
2021-02-22-10-21-58-072;1199;786;1197.8;1025.67;25
2021-02-22-10-21-58-089;1199;784;1197.89;1016.77;25
2021-02-22-10-21-58-106;1200;781;1197.99;1007.99;25
2021-02-22-10-21-58-122;1200;779;1198.08;999.363;25
2021-02-22-10-21-58-139;1200;778;1198.18;990.916;24
2021-02-22-10-21-58-156;1201;775;1198.27;982.669;24
2021-02-22-10-21-58-172;1201;769;1198.37;974.64;24
2021-02-22-10-21-58-188;1201;764;1198.47;966.847;24
2021-02-22-10-21-58-206;1201;758;1198.57;959.302;23
2021-02-22-10-21-58-222;1203;748;1198.67;952.016;23
2021-02-22-10-21-58-239;1203;743;1198.79;944.999;23
2021-02-22-10-21-58-255;1204;734;1198.91;938.258;23
2021-02-22-10-21-58-272;1204;728;1199.04;931.798;23
2021-02-22-10-21-58-289;1204;718;1199.19;925.621;22
2021-02-22-10-21-58-306;1205;714;1199.34;919.73;22
2021-02-22-10-21-58-323;1205;710;1199.51;914.125;22
2021-02-22-10-21-58-339;1205;706;1199.68;908.805;22
2021-02-22-10-21-58-356;1205;701;1199.86;903.767;22
2021-02-22-10-21-58-373;1206;694;1200.05;899.008;22
2021-02-22-10-21-58-389;1206;689;1200.25;894.523;21
2021-02-22-10-21-58-406;1206;684;1200.45;890.309;21
2021-02-22-10-21-58-422;1206;683;1200.67;886.358;21
2021-02-22-10-21-58-439;1207;679;1200.88;882.664;21
2021-02-22-10-21-58-455;1207;677;1201.11;879.22;21
2021-02-22-10-21-58-473;1207;675;1201.34;876.018;21
2021-02-22-10-21-58-489;1208;673;1201.57;873.051;21
2021-02-22-10-21-58-505;1208;671;1201.81;870.31;21
2021-02-22-10-21-58-523;1208;668;1202.06;867.786;21
