timestamp;rawx;rawy;filteredx;filteredy;currentLineNumber
2021-02-22-10-20-38-803;1303;481;1304.06;470.369;8
2021-02-22-10-20-38-820;1303;481;1304.02;469.699;8
2021-02-22-10-20-38-836;1303;481;1303.97;469.129;8
2021-02-22-10-20-38-853;1303;481;1303.93;468.653;8
2021-02-22-10-20-38-870;1303;481;1303.89;468.263;8
2021-02-22-10-20-38-886;1303;481;1303.85;467.954;8
2021-02-22-10-20-38-903;1303;481;1303.81;467.719;8
2021-02-22-10-20-38-920;1303;481;1303.76;467.554;8
2021-02-22-10-20-38-936;1303;481;1303.72;467.451;8
2021-02-22-10-20-38-956;1303;481;1303.68;467.406;8
2021-02-22-10-20-38-973;1303;481;1303.64;467.413;8
2021-02-22-10-20-38-990;1303;481;1303.6;467.468;8
2021-02-22-10-20-39-006;1303;481;1303.56;467.565;8
2021-02-22-10-20-39-023;1303;481;1303.52;467.701;8
2021-02-22-10-20-39-040;1303;481;1303.49;467.871;8
2021-02-22-10-20-39-056;1303;481;1303.45;468.072;8
2021-02-22-10-20-39-073;1303;481;1303.42;468.299;8
2021-02-22-10-20-39-090;1303;481;1303.39;468.549;8
2021-02-22-10-20-39-106;1303;481;1303.35;468.819;8
2021-02-22-10-20-39-123;1303;481;1303.32;469.105;8
2021-02-22-10-20-39-140;1303;481;1303.3;469.405;8
2021-02-22-10-20-39-156;1303;481;1303.27;469.717;8
2021-02-22-10-20-39-173;1303;481;1303.24;470.037;8
2021-02-22-10-20-39-190;1303;481;1303.22;470.364;8
2021-02-22-10-20-39-206;1303;481;1303.19;470.695;8
2021-02-22-10-20-39-224;1303;481;1303.17;471.028;8
2021-02-22-10-20-39-240;1303;481;1303.15;471.362;8
2021-02-22-10-20-39-257;1303;481;1303.13;471.695;8
2021-02-22-10-20-39-273;1303;481;1303.11;472.026;8
2021-02-22-10-20-39-290;1303;481;1303.1;472.353;8
2021-02-22-10-20-39-307;1303;481;1303.08;472.676;8
2021-02-22-10-20-39-324;1303;481;1303.06;472.992;8
2021-02-22-10-20-39-340;1303;481;1303.05;473.302;8
2021-02-22-10-20-39-357;1303;481;1303.04;473.605;8
